일자	식사명	수량(아침식사2 값 중복)	식사내용
2003.4.14	점심식사	56.3898917	"기장밥,돈육마늘장조림,북어계란국,어채볶음,월동초겉절이,호박나물"
2003.4.15	점심식사	53.71841155	"근대국,동태무조림(가공),두부양념장구이,시금치나물(90),쌀밥,연근조림"
2003.4.16	점심식사	51.19133574	"돈육불고기,보리밥,비빔된장,식혜,열무김치,콩나물국"
2003.4.17	점심식사	60.50541516	"김치전,깍두기(손칼),버섯야채국,부추겉절이,삼치엿장조림,쌀밥,잔멸치볶음"
2003.4.18	점심식사	53.42960289	"닭파인애플조림(토막),돈육우엉조림,물만두국,쌀밥,양배추쌈,어묵간장조림"
2003.4.19	점심식사	38.26714801	"떡볶이,메추리알조림,쌀밥(사무직),잔치국수,콩나물무침"
2003.4.20	점심식사	34.29602888	"깻잎양념절임,닭개장,쌀밥,잡채(생선묵):연,해물부추전"
2003.4.21	점심식사	55.9566787	"근대국,깍두기(손칼),멕시칸샐러드,쇠고기덮밥,월동초겉절이,해파리냉채"
2003.4.22	점심식사	54.22382671	"깻잎양념절임,돈육장조림,알감자조림,오징어회무침,완두콩밥,콩나물국"
2003.4.23	점심식사	44.62093863	"비빔밥,요구르트,콩가루배추국(단배추)-사용불가"
2003.4.24	점심식사	53.35740072	"잔파김무침,짬뽕밥(가공),탕수육,해초샐러드"
2003.4.25	점심식사	41.15523466	"감자전,깍두기(손칼),닭백숙,도토리묵상추무침,수정과,쌀밥,풋고추,쌈장"
2003.4.26	점심식사	41.22743682	"군감자,다시마채무침(무),메추리알햄조림,쌀밥,칼국수"
2003.4.27	점심식사	29.81949458	"가자미양념장구이,깍두기(손칼),쌀밥,쑥갓양파겉절이,풋고추된장무침,해장국(목뼈)"
2003.4.28	점심식사	55.45126354	"근대나물,두부강정,들깨무채국,멸치볶음,쌀밥,제육콩나물볶음"
2003.4.29	점심식사	51.04693141	"계란탕,단무지잔파무침,비빔만두,요구르트,자장소스,잡채밥"
2003.4.30	점심식사	50.46931408	"깐마늘고추장무침,배추물김치,생선묵조림,소면사리,쭈꾸미볶음,콩나물무침"
2003.5.1	점심식사	40.57761733	"LA갈비구이,가자미미역국,기장밥,닭살탕수,대추차,돌나물겉절이,버섯볶음,오렌지(반),인절미,해파리냉채"
2003.5.2	점심식사	50.75812274	"감자조림,다시마채무침(무),닭개장,돈육불고기,쌀밥,포기김치2"
2003.5.3	점심식사	31.40794224	"단무지,미역오이냉국,생선까스,쌀밥(사무직),쫄면,포기김치2"
2003.5.4	점심식사	27.07581227	"꽁치양념구이,돌나물겉절이,보리밥,비빔된장,콩나물국,포기김치2"
2003.5.5	점심식사	30.54151625	"돈육우엉조림,물만두국,부추겉절이,삼치엿장조림,쌀밥,어묵고추장볶음,포기김치2"
2003.5.6	점심식사	58.62815884	"감자채볶음,근대국,깍두기(손칼),두부찌개,쇠고기야채볶음,쌀밥,양배추쌈"
2003.5.7	점심식사	43.89891697	"고구마맛탕,오징어회덮밥,콩나물냉국,포기김치2"
2003.5.8	점심식사	28.73646209	"도라지생채,메추리알마늘조림,생선까스,쇠고기맑은국,쌀밥,연근조림,포기김치2"
2003.5.9	점심식사	45.19855596	"가자미양념장구이,달래양념장,영양밥,잔파맛살무침,팽이버섯국,포기김치2"
2003.5.10	점심식사	36.75090253	"쌀밥(사무직),어채볶음,오징어볼탕수,잔치국수,콩나물무침,포기김치2"
2003.5.11	점심식사	30.54151625	"깻잎양념절임,닭파인애플조림(토막),마카로니샐러드,쌀밥,어묵무국,우엉채조림,포기김치2"
2003.5.12	점심식사	53.06859206	"기장밥,김치잡채,깐마늘고추장무침,돈육장조림,비름나물,쇠고기콩나물국1,포기김치2"
2003.5.13	점심식사	52.3465704	"갈치그릴구이,건새우마늘쫑볶음,근대국,깻잎양념절임,소세지삼색볶음,쌀밥,포기김치2"
2003.5.14	점심식사	47.4368231	"미역오이냉국,산채비빔밥,식혜,포기김치2"
2003.5.15	점심식사	45.84837545	"깍두기(손칼),단배추겉절이,닭조림(토막),북어무국,쌀밥,천사채샐러드,해물파전"
2003.5.16	점심식사	57.68953069	"돈육장조림,들깨미역국,떡야채볶음,열무겉절이,쭈꾸미볶음,포기김치2,흑미밥"
2003.5.17	점심식사	28.15884477	"맛살냉채,비빔국수,쌀밥,콩나물냉국,포기김치"
2003.5.18	점심식사	23.8267148	"계란탕,느타리버섯볶음,비빔만두,쇠고기덮밥,참나물겉절이,포기김치2"
2003.5.19	점심식사	49.31407942	"꽈리고추찜,도라지생채,야채튀김(쑥갓),오징어무국,제육콩나물볶음,포기김치2,흑콩밥"
2003.5.20	점심식사	54.65703971	"깻잎양념절임,단무지,돈육장조림,들깨무채국,생선까스,식혜,카레라이스,포기김치2"
2003.5.21	점심식사	58.62815884	"계란찜,두부강정,미역오이냉국,쇠고기야채볶음,쌀밥,잔멸치볶음,잔파생채,포기김치2"
2003.5.22	점심식사	57.61732852	"보리밥,비빔된장,열무김치,콩가루배추국(단배추)-사용불가,탕수육,포기김치2,해파리냉채"
2003.5.23	점심식사	50.10830325	"감자채볶음,닭불고기(180),부추김무침,상추,풋고추,쌈장,쌀밥,어묵무국,포기김치2"
2003.5.24	점심식사	36.67870036	"고등어양념장구이,단무지,만두튀김,맑은육수,버섯볶음,쌀밥,포기김치"
2003.5.25	점심식사	18.98916968	"깍두기(손칼),소세지파세리전,자장소스,잡채밥,천사채샐러드,팽이버섯국"
2003.5.26	점심식사	51.19133574	"건새우마늘쫑볶음,다시마튀각,닭갈비,도라지생채,돌나물물김치,쌀밥,포기김치2"
2003.5.27	점심식사	55.09025271	"감자맛탕,오징어회덮밥,요구르트,콩나물국,포기김치2"
2003.5.28	점심식사	53.71841155	"깐마늘고추장무침,단배추된장국,돈육생강구이,상추쌈,생선묵조림,완두콩밥,포기김치2"
2003.5.29	점심식사	53.64620939	"도토리묵양념장,돈육불고기,맛살냉채,메기탕,식혜,쌀밥,쑥갓양파겉절이,포기김치2"
2003.5.30	점심식사	34.15162455	"가자미양념장구이,감자채볶음,돈육우엉조림,새알미역국,오이생채,포기김치2"
2003.5.31	점심식사	28.73646209	"계란장조림,완두콩밥,잔치국수,콩나물무침,탕수어묵,표고피망볶음"
2003.6.1	점심식사	26.93140794	"맛살조림,물만두국,수정과,시금치나물(90),쌀밥,이면수카레튀김,포기김치2"
2003.6.2	점심식사	58.12274368	"근대나물,돈육강정,메추리알햄조림,쌀밥,팽이북어국,포기김치2,흑콩조림"
2003.6.3	점심식사	59.20577617	"깍두기(손칼),닭백숙,도토리묵상추무침,생선묵조림,쌀밥,오이,쌈장,요구르트"
2003.6.4	점심식사	52.20216606	"들깨무채국,미니돈까스,케찹소스,열무김치,카레라이스,포기김치2,해파리냉채"
2003.6.5	점심식사	49.09747292	"기장밥,마늘쫑햄볶음,아욱국,야채튀김(쑥갓),오이부추무침,오징어콩나물찜,포기김치2"
2003.6.6	점심식사	26.20938628	"맑은육수,미싯가루,비빔밥,포기김치2,표고피망볶음"
2003.6.7	점심식사	30.54151625	"도라지생채,쌀밥,칼국수,탕수만두,포기김치2,해물파전"
2003.6.8	점심식사	24.62093863	"계란탕,김치볶음밥,깍두기(손칼),비엔나케찹볶음,수박화채,양상치샐러드,열무된장무침"
2003.6.9	점심식사	54.72924188	"가자미양념장구이,미역줄기볶음,북어무국,잔파맛살무침,콩나물밥,포기김치2"
2003.6.10	점심식사	47.94223827	"깐풍기,깻잎양념절임,시금치된장국,쌀밥,열무된장국,포기김치2,햄멸치꽈리조림"
2003.6.11	점심식사	47.4368231	"계란찜,들깨미역국,마늘쫑지무침,쌀밥,잡채(돈육),쭈꾸미볶음,포기김치2"
2003.6.12	점심식사	43.8267148	"닭파인애플조림(토막),땅콩조림,떡볶이,쇠고기맑은국,시금치나물(90),쌀밥,포기김치2"
2003.6.14	점심식사	33.21299639	"동그랑땡구이,케찹,맛살냉채,비빔국수,쌀밥,요구르트,콩나물국,포기김치"
2003.6.15	점심식사	24.54873646	"두부양념장구이,숙주나물,쌀밥,야채샐러드,어묵무국,탕수육,포기김치2"
2003.6.16	점심식사	52.99638989	"감자채볶음,근대나물,미역된장국,비엔나꽈리조림,삼치엿장조림,포기김치2,흑콩밥"
2003.6.17	점심식사	56.82310469	"김치국,깍두기(손칼),다시마채무침,닭불고기(180),마늘쫑어묵볶음,상추쌈,쌀밥"
2003.6.18	점심식사	54.80144404	"계란찜,동태전,만두국,야채밥,오이부추무침,탕수육,포기김치2"
2003.6.19	점심식사	34.87364621	"곰탕,깍두기(손칼),두부양념장구이,쌀밥,오이,풋고추,쌈장,오징어젓무침"
2003.6.20	점심식사	52.05776173	"돈육불고기,동그랑땡계란전,보리밥,비빔된장,열무김치,콩나물국,포기김치2"
2003.6.21	점심식사	30.32490975	"냉국수,도라지생채,미역줄기볶음,비빔만두,쌀밥(사무직),포기김치2"
2003.6.22	점심식사	30.03610108	"닭갈비,들깨무채국,마카로니샐러드,생선묵조림,쌀밥,열무된장무침,포기김치(양식)"
2003.6.23	점심식사	45.84837545	"시금치나물(90),쌀밥,열무된장국,오징어회무침,울콩조림,제육콩나물볶음,포기김치2"
2003.6.24	점심식사	55.7400722	"계란탕,단무지채무침,생선까스,자장밥,잡채(돈육),포기김치2"
2003.6.25	점심식사	53.21299639	"기장밥,두부강정,미역오이냉국,쇠고기떡볶음,어채볶음(굵은채),잔파생채(70),포기김치2"
2003.6.26	점심식사	55.37906137	"단배추된장국,미숫가루2,비빔밥,포기김치2,표고피망볶음"
2003.6.27	점심식사	40.07220217	"감자채볶음,동태매운탕(가공),소면사리,쌀밥,잔파맛살무침,쭈꾸미볶음,포기김치2"
2003.6.28	점심식사	32.99638989	"가자미양념장구이,깍두기(손칼),땅콩조림,미역줄기볶음,열무된장무침,장터국밥"
2003.6.29	점심식사	33.50180505	"깐풍기,단배추나물,두부찌개,멸치꽈리조림,미역된장국,쌀밥,포기김치2"
2003.6.30	점심식사	51.98555957	"고등어김치찌개,근대국,깍두기(손칼),맛살조림,부추전,쌀밥,쑥갓양파겉절이"
2003.7.1	점심식사	65.63176895	"LA갈비구이,기장밥,대체용음식2,열기매운탕 ,오렌지(반),잔파생채(70),케이준치킨샐러드,콩나물잡채,포기김치(양식)"
2003.7.2	점심식사	44.11552347	"가지나물,돈갈비고구마찜,불고기낙지찌개,소면사리,쌀밥,오렌지쥬스(행),집게맛살튀김,팽이북어국,포기김치2"
2003.7.3	점심식사	55.16245487	"날치알해초냉채,닭살탕수,새알미역국,송편,수박,오리버섯불고기,조기찜,치커리무생채,포기김치2,흑미밥"
2003.7.4	점심식사	55.7400722	"깐마늘장아찌,꽁치튀김,석박지,오이,풋고추,쌈장,한방갈비탕,햄멸치꽈리조림,후르츠펀치,흑콩밥"
2003.7.5	점심식사	29.45848375	"닭다리바베큐소스,방울토마토,새우살부추냉채,전주비빔밥,콩가루배추국(단배추)-사용불가,포기김치2,표고쇠고기볶음"
2003.7.6	점심식사	23.24909747	"갈치찜,물만두국,새우동그랑땡,쇠고기당면볶음,식혜,쌀밥,열무김치,포기김치2"
2003.7.7	점심식사	52.5631769	"닭조림(토막),떡볶이,숙주나물,쌀밥,조기매운탕,토마토,포기김치2,후루츠탕수육"
2003.7.8	점심식사	49.45848375	"가지쇠고기볶음,건새우마늘쫑볶음,미숫가루2,생선까스,오리탕,오이,풋고추,쌈장,포기김치2,흑미밥"
2003.7.9	점심식사	48.01444043	"근대국(건새우),동그랑땡계란전,수정과,시금치나물(90),쌀밥,안동찜닭,오징어통회,포기김치2"
2003.7.10	점심식사	52.5631769	"동태무조림(가공),미역오이냉국,부추양념장,쇠갈비찜,수박화채,잔파김무침,콩나물밥,포기김치2"
2003.7.11	점심식사	45.05415162	"갈치그릴구이,꽃게매운탕,대체용음식,상추깻잎쌈,식혜,쌀밥,오리고추장불고기,포기김치2,햄멸치꽈리조림"
2003.7.12	점심식사	34.58483755	"냉국수,닭다리버터구이,쌀밥,어채볶음(굵은채),오렌지(반),오징어볼탕수,콩나물무침,포기김치2"
2003.7.13	점심식사	26.20938628	"가지냉국,꽁치양념구이,낙지덮밥1,돈등심케찹조림,수박,오이부추무침,케이준치킨샐러드,포기김치2"
2003.7.14	점심식사	60.433213	"고등어김치찌개,깍두기(손칼),떡갈비,쇠고기브로컬리볶음,열무겉절이,오렌지(반),짬뽕밥(가공)"
2003.7.15	점심식사	47.8700361	"기장밥,대체용음식,도가니탕,사과,삼치소금구이,석박지,야채고로케,오이,풋고추,쌈장,칠면조냉채"
2003.7.16	점심식사	60.72202166	"가자미튀김양념,깍두기(손칼),녹두빈대떡,대체용음식,도토리묵무침,삼계탕,수박,쌀밥"
2003.7.17	점심식사	28.44765343	"날치알해초냉채,대구지리(가공),마늘쫑멸치볶음,메추리알햄조림,미숫가루2,소면사리,쌀밥,쭈꾸미볶음,포기김치2"
2003.7.18	점심식사	43.89891697	"단배추나물,돈갈비고구마찜,떡국,조기양념장구이,콩나물잡채,포기김치2,후르츠펀치,흑콩밥"
2003.7.19	점심식사	34.44043321	"단무지잔파무침,닭살탕수,돈육짜장볶음,방울토마토,부추게살무침,쌀밥,쫄면,콩나물국,포기김치2"
2003.7.20	점심식사	30.25270758	"감자채볶음,쌀밥,알타리김치,오리버섯불고기,통마늘장아찌,풋고추,쌈장,한방갈비탕"
2003.7.21	점심식사	55.7400722	"깻잎양념절임,쇠고기떡볶음,수수밥,어묵고추장국,오징어통회,잡채(돈육),참외(썰어서),포기김치2"
2003.7.22	점심식사	134.2238267	"멸치볶음,미니돈까스,케찹소스,미역오이냉국,산채비빔밥,치킨너겟,포기김치2,후르츠펀치"
2003.7.23	점심식사	55.45126354	"쌀밥,열기매운탕 ,열무된장무침,오리버섯불고기,즉석김구이,탕수육,토마토,포기김치2"
2003.7.24	점심식사	53.71841155	"기장밥,닭파인애플조림(토막),도토리묵말이,미숫가루2,생선까스,알타리김치,오징어콩나물찜,잔파생채(70)"
2003.7.25	점심식사	48.88086643	"꽃게매운탕,돈육야채볶음,동태무조림(가공),두부강정,새우살부추냉채,식혜,쌀밥,포기김치2"
2003.7.26	점심식사	34.29602888	"갈치그릴구이,깍두기(손칼),삼계탕,수박화채,쌀밥,알감자조림,풋고추,쌈장"
2003.7.27	점심식사	29.09747292	"깐풍기,만두국,맛살냉채,미역줄기볶음,삼겹살고추장불고기,오렌지(반),율무밥,포기김치2"
2003.7.28	점심식사	50.68592058	"대구지리(가공),동그랑땡계란전,복숭아,부추양념장,야채밥,연근조림,잔파생채(70),쭈꾸미볶음,포기김치2"
2003.7.29	점심식사	50.68592058	"기장밥,마늘쫑멸치볶음,식혜,안동찜닭,열기찜,팽이북어국,포기김치2,해파리냉채"
2003.7.30	점심식사	51.55234657	"고구마맛탕,미숫가루수박화채,백김치,새알미역국,오징어회덮밥,표고쇠고기볶음"
2003.7.31	점심식사	55.81227437	"감자탕1,두부양념장구이,비름나물,삼치엿장조림,쌀밥,알타리김치,오렌지(반),오이,당근,쌈장"
2003.8.1	점심식사	55.37906137	"닭파인애플조림(토막),돈육강정,보리밥,비빔된장,사과,아오리사과,열무김치,잔파맛살무침,콩나물국"
2003.8.2	점심식사	43.32129964	"동그랑땡구이,케찹,생선묵조림,석박지,수정과,쌀밥,어묵간장조림,오이,풋고추,쌈장,오징어젓무침,한방갈비탕"
2003.8.3	점심식사	28.0866426	"깻잎양념절임,닭불고기(180),부추게살무침,수박화채,율무밥,짬뽕국1,탕수만두,포기김치2"
2003.8.4	점심식사	52.5631769	"근대국,불고기낙지찌개,삼치엿장조림,소면사리,쌀밥,야채튀김(쑥갓),포기김치2,호박새우젓볶음,후르츠펀치"
2003.8.5	점심식사	54.22382671	"갈치그릴구이,꿀송편,들깨미역국,삼색나물,쇠갈비찜,식혜,잡채(돈육),찰밥,포기김치2"
2003.8.6	점심식사	54.72924188	"깐풍기,동태무조림(가공),쌀밥,아오리사과,양송이피망볶음,어묵쑥갓무국,콩나물무침,포기김치2"
2003.8.7	점심식사	44.98194946	"깻잎양념절임,두부조림,메추리알햄조림,미숫가루2,쇠고기브로컬리볶음,쌀밥,추어탕,포기김치2"
2003.8.8	점심식사	50.25270758	"기장밥,꽁치시래기찌개,대체용음식,무생채,복숭아,삼겹살구이1,여러가지쌈,콩가루배추국(단배추)-사용불가,포기김치2"
2003.8.9	점심식사	37.97833935	"군고구마,냉국수,닭조림(토막),쌀밥(사무직),열무된장무침,오징어볼탕수,포기김치"
2003.8.10	점심식사	25.41516245	"근대국,쇠고기당면볶음,수정과,쌀밥,영양밥,오이생채,즉석김구이,포기김치2,햄멸치꽈리조림"
2003.8.11	점심식사	55.30685921	"단배추나물,땅콩흑콩조림,물만두국,생선까스,쌀밥,아오리사과,포기김치2"
2003.8.12	점심식사	61.01083032	"된장찌개,보리밥,복숭아,상추깻잎쌈,열무김치,오리고추장불고기,표고피망볶음,해파리냉채"
2003.8.13	점심식사	56.3898917	"깍두기(손칼),닭다리조림,떡볶이,부추겉절이,쇠고기덮밥,식혜,콩나물냉국"
2003.8.14	점심식사	47.36462094	"감자베이컨볶음,김치국,깍두기(손칼),대구콩나물찜,바나나,비름나물,쌀밥,탕수육"
2003.8.15	점심식사	28.0866426	"두부양념장구이,삼치엿장조림,수박화채,쌀밥(사무직),알타리김치,오이,풋고추,쌈장,한방닭백숙(반마리)"
2003.8.16	점심식사	41.94945848	"떡갈비,미숫가루2,미역오이냉국,산채비빔밥,포기김치2,햄멸치꽈리조림"
2003.8.17	점심식사	29.60288809	"계란탕,쌀밥(사무직),아몬드닭강정,어묵간장조림,쫄면,콩나물겨자채무침,포기김치2,후르츠펀치"
2003.8.18	점심식사	46.28158845	"꽁치두부찌개,돈등뼈감자탕,식혜,쌀밥,알타리김치,오이,당근,쌈장,진미잔파무침,탕평채"
2003.8.19	점심식사	51.11913357	"건새우마늘쫑볶음,백김치,생선까스,오렌지(반),오징어회덮밥,콩나물냉국"
2003.8.20	점심식사	47.29241877	"두부양념장구이,들깨미역국,수박화채,쌀밥,안동찜닭,오이부추무침,포기김치2,햄느타리볶음"
2003.8.21	점심식사	51.04693141	"닭살탕수,쇠고기브로컬리볶음,수정과,영양밥,잔파생채(70),즉석김구이,콩가루배추국(단배추)-사용불가,포기김치2"
2003.8.22	점심식사	53.14079422	"가지쇠고기볶음,기장밥,닭조림(토막),동태매운탕(가공),메추리알조림,치커리무생채,포기김치2,후르츠펀치"
2003.8.23	점심식사	29.38628159	"단무지.옥파,삼치엿장조림,쌀밥(반공기),짬뽕,찐만두,포기김치2,포도"
2003.8.24	점심식사	29.81949458	"감자베이컨볶음,깻잎양념절임,복숭아,쇠고기장조림,쌀밥,오징어콩나물찜,팽이북어국,포기김치2"
2003.8.25	점심식사	42.59927798	"가지나물,닭파인애플조림(토막),돈육강정,두부찌개,쌀밥,아오리사과,열무된장국,포기김치2"
2003.8.26	점심식사	52.77978339	"대구지리(가공),메추리알꽈리조림,미숫가루2,소면사리,쌀밥,쭈꾸미볶음,치커리무생채,칠면조냉채,포기김치2"
2003.8.27	점심식사	48.01444043	"감자간장조림,꽁치양념구이,석박지,식혜,쌀밥,풋고추,쌈장,한방갈비탕"
2003.8.28	점심식사	47.50902527	"계란찜,골뱅이야채무침,미나리나물,보리밥,비빔된장,열무김치,오리버섯불고기,콩나물국,후르츠펀치"
2003.8.29	점심식사	50.68592058	"깐풍기,물만두국,부추게살무침,비름나물,수정과,쌀밥,포기김치2,표고쇠고기볶음"
2003.8.30	점심식사	31.40794224	"깍두기(손칼),단배추겉절이,닭다리조림,수박화채,쌀밥(반공기),오징어볼탕수,해물칼국수"
2003.8.31	점심식사	22.88808664	"깻잎양파겉절이,떡갈비,삼치엿장조림,쇠고기맑은국,쌀밥,양송이피망볶음,오렌지쥬스(행),포기김치2"
2003.9.1	점심식사	53.42960289	"가지쇠고기볶음,건새우아욱국,닭갈비,쌀밥,오이양파무침,진미고추장무침,포기김치2"
2003.9.2	점심식사	52.99638989	"닭살미역국,도라지나물,돈갈비떡찜,백설기,삼치소금구이,식혜,잡채(생선묵):연,찰밥,참나물무침,포기김치2"
2003.9.3	점심식사	53.64620939	"깍두기(손칼),도토리묵말이,돈육불고기,부추겉절이,생선까스,수박화채,쌀밥,햄느타리볶음"
2003.9.4	점심식사	50.68592058	"가지오이냉국,마늘쫑멸치볶음,산채비빔밥,포기김치2,후르츠펀치"
2003.9.5	점심식사	50.03610108	"가자미양념장구이,메추리알마늘조림,미숫가루2,알타리김치,야채튀김(쑥갓),오리탕,잔파생채(70),흑미밥"
2003.9.6	점심식사	32.63537906	"바나나,비빔만두,쇠고기팽이버섯볶음,쌀밥(반공기),잔치국수,콩나물무침,포기김치2"
2003.9.7	점심식사	27.58122744	"고등어김치찌개,깍두기(손칼),돈갈비고구마찜,두부양념장구이,부추김무침,수정과,쌀밥,어묵쑥갓무국"
2003.9.8	점심식사	50.90252708	"기장밥,대구콩나물찜,쑥갓두부무침,아오리사과,오징어무국,잔파맛살무침,탕수육,포기김치2"
2003.9.9	점심식사	48.44765343	"깍두기(손칼),닭다리조림,떡볶이,무생채,쇠고기덮밥,수박화채,콩가루배추국(단배추)-사용불가"
2003.9.10	점심식사	18.70036101	"가자미양념장구이,돌나물겉절이,메추리알햄조림,물만두국,바나나,쌀밥,포기김치2,흑콩조림"
2003.9.11	점심식사	23.75451264	"건취나물볶음,더덕무침,도라지나물,동태전,백김치,쇠갈비찜,수정과,알타리김치,오곡밥,잡채(생선묵):연,조기구이(사용불가),집게맛살튀김,참나물무침,탕국,포도"
2003.9.12	점심식사	18.33935018	"건새우마늘쫑볶음,김치국,깍두기(손칼),단배추겉절이,떡갈비,쌀밥,안동찜닭,후르츠펀치"
2003.9.13	점심식사	24.2599278	"감자수제비국,꽈리고추찜,복숭아,쇠불고기,쌀밥,오이양파무침,오징어볼탕수,포기김치2"
2003.9.14	점심식사	29.24187726	"감자채피망볶음 ,미트볼케찹조림,북어계란국,삼치엿장조림,쌀밥,아오리사과,참나물겉절이,포기김치2"
2003.9.15	점심식사	53.06859206	"김치국,꽁치두부찌개,돈육불고기,땅콩흑콩조림,미역줄기볶음,쌀밥,알타리김치,후르츠펀치"
2003.9.16	점심식사	51.04693141	"골뱅이야채무침,닭파인애플조림(토막),동그랑땡계란전,바나나,부추김치,쌀밥,콩나물국,포기김치2"
